,node_id,value,type
281358,281358,www.pfefpflnoa.cam,benign
281407,281407,pfefferspiel-restaurant.at,malicious
281415,281415,www.halifax.accessmypayee.uk,malicious
281461,281461,ftp.digitalforge.ae,benign
281490,281490,backyardfarmersmarket.com.au,benign
281497,281497,www.multiplex.com.ar,benign
281502,281502,aulavirtualcatedraparalapaz.hikey.com.co,malicious
281508,281508,seller.carsalesnetwork.com.au,benign
281611,281611,jyzinivery.cf,benign
281644,281644,zekutasuc.ga,malicious
281695,281695,imcuddly.com,malicious
281701,281701,benefiance.com.br,benign
281745,281745,chudjen2895.com,benign
281783,281783,optometristbarrie.ca,malicious
281814,281814,56orb.ru,benign
281831,281831,cpanel.corel.com.vn,benign
281855,281855,securelogins-paymentalerts.com,malicious
281856,281856,gazetadita.al,benign
281895,281895,dealerbydesign.ca,benign
281932,281932,kfc-vip.vip,malicious
282004,282004,iralcali.cf,benign
282121,282121,gazetadopovo.com.br,malicious
282133,282133,vaimenina.com.br,benign
282164,282164,2021olympics.tokyo,malicious
282174,282174,deedagames.com,malicious
282215,282215,roleinsights.incubator.seek.com.au,benign
282323,282323,ns1.digitalbitz.ca,benign
282343,282343,ns1.criad.com.br,benign
282345,282345,homeon.com.au,benign
282391,282391,webdisk.apay.com.co,malicious
282392,282392,tcb4all2020.crossx.com.br,benign
282465,282465,advancedseal.ca,malicious
282518,282518,mantis.consultsistemas.com.br,benign
282563,282563,ddns2.citrox.com.br,benign
282667,282667,shopgate.at,benign
282670,282670,www.landsdaleplants.com.au,benign
282685,282685,www.login.amaacczon.com.t60wvqjaq3mv0kkhhqzu4bgkgo1hw0kchpm3jst7tnfnz3gw.cf,malicious
282699,282699,tennis.bg,benign
282726,282726,izolo.ca,benign
282742,282742,help.linkspreed.cf,malicious
282743,282743,www.iccvancouver.ca,malicious
282755,282755,lares.bj,malicious
282758,282758,www.aaladin.com.bd,benign
282771,282771,psi21.co.kr,benign
282807,282807,mswa.org.au,benign
282836,282836,planrightfs.com.au,benign
282886,282886,www.cremeguides.com,benign
283012,283012,linker.com.br,malicious
283036,283036,mail.agencia2you.com.br,benign
283135,283135,ksagrass.com,benign
283154,283154,medinav.com.au,benign
283171,283171,hutyxaa.xyz,malicious
283192,283192,cpanel.centralbanking.io,malicious
283218,283218,v4.yazilim.us,benign
283250,283250,scriptwriter.org,malicious
283295,283295,www.rmww.com.au,benign
283363,283363,k2ma.ca,benign
283475,283475,www.e-earphone.jp,benign
283491,283491,telanganachessacademy.com,benign
283506,283506,kingsdigital.ca,malicious
283530,283530,kidswebmo.cf,malicious
283565,283565,static.icare.nsw.gov.au,benign
283575,283575,adpro.com.bd,benign
283592,283592,www.hifen.com.br,benign
283647,283647,axelronse.be,malicious
283649,283649,webanywhere.be,malicious
283730,283730,www.faturandosempatrao.com.br,benign
283816,283816,eublack.com.br,benign
283855,283855,randstad-usa-acc-mgr-33169.meet.wendy.ai,benign
283931,283931,quiklancer.com,malicious
283997,283997,cpanel.themanfromsnowyriverlegend.com.au,benign
284014,284014,tokyo2021olympic.org,benign
284093,284093,xnzoy.com,malicious
284116,284116,multipontomkt.com.br,benign
284165,284165,audioclub.top,malicious
284248,284248,kidsit.com.au,benign
284273,284273,aitechsystems.com,malicious
284283,284283,ferechian.com.ar,benign
284300,284300,hbsailing.ca,benign
284340,284340,maeselitefoods.ca,malicious
284343,284343,seediez.com,malicious
284350,284350,skidrowcodexcrack.com,benign
284353,284353,ip-guard.com.vn,malicious
284381,284381,www.ausbiz.com.au,benign
284385,284385,dnilaubido.cf,malicious
284390,284390,johnsonville.ca,benign
284397,284397,www.forbrsite.club,malicious
284401,284401,www.thepiratebay.blog,malicious
284445,284445,stumacinunar.cf,malicious
284482,284482,www.calgarywiki.ca,benign
284494,284494,www.studiosjohnston.ca,malicious
284532,284532,46x146x136x8.static-business.perm.ertelecom.ru.com.ar,benign
284606,284606,pandoracharmscanada.ca,benign
284681,284681,immodell.biz,malicious
284696,284696,rivieradesaolourenco.com.br,benign
284722,284722,kitapbudur.tk,malicious
284743,284743,cpanel.ligdoctor24horas.com.br,benign
284756,284756,www.betusracing.ag,malicious
284767,284767,kikar.be,malicious
284879,284879,www.datadrivenmaker.com,benign
284882,284882,www.officialnfloutletstore.us,benign
284992,284992,www.fitta24.se,benign
285049,285049,www.flybuys.com.au,benign
285081,285081,bcid.ai,benign
285106,285106,test.sudo.ae,benign
285149,285149,buddysmart.in,malicious
285180,285180,assets.bcast.fm,benign
285232,285232,www.star1045.com.au,benign
285239,285239,dobb.ae,malicious
285251,285251,virtueworldwide.at,benign
285253,285253,www.albiatitecnologia.com.br,benign
285310,285310,autodiscover.ip-guard.com.vn,benign
285397,285397,ckairos.cl,malicious
285469,285469,pecflash.com.br,benign
285513,285513,cpcalendars.movimientounidadsindical.com.ar,benign
285645,285645,iamit.com.au,benign
285674,285674,cdn.sierti.com.br,benign
285704,285704,prueba.labcopertienda.com.co,benign
285742,285742,werribeetarps.com.au,benign
285758,285758,media.aws.gjgardner.com.au,benign
285762,285762,www.ourhealthandwellness.ca,malicious
285767,285767,ruahevolucao.com.br,benign
285825,285825,cdn.mndtrk.com,benign
285845,285845,shop.ecocirculaire.be,benign
285858,285858,theaterfestivalblog.be,malicious
285875,285875,mail.pubrasil.com.br,benign
285878,285878,wakeout.co,benign
285915,285915,imperiumsport.com.br,benign
285942,285942,espace.freud.pagespersoorange.fr,malicious
285948,285948,heartlandpharmacy.co,malicious
285953,285953,milftreff.at,benign
285954,285954,flybuys.com.au,benign
286015,286015,cincylink.me,malicious
286076,286076,bioagewho.co,malicious
286087,286087,contnaco.cf,benign
286129,286129,tts-cdn.cram.com,benign
286232,286232,iitr.com.au,benign
286258,286258,thequiche.ca,benign
286345,286345,tinych.at,malicious
286347,286347,cdn.frankly.com.au,benign
286384,286384,www.gettyimages.com.au,benign
286458,286458,network-bid.craftjack.io,benign
286521,286521,prof.danglais.pagespersoorange.fr,benign
286572,286572,forrestchasesummer.com.au,malicious
286704,286704,chromrecso.cf,benign
286754,286754,biteeu.com.au,benign
286785,286785,michalwojciak.eu,benign
286821,286821,python-graph-gallery.com,malicious
286861,286861,wittmahea.cf,benign
286871,286871,omnichat.ai,malicious
286882,286882,www.sophio.ca,benign
286970,286970,shop.hipmommies.ca,benign
286988,286988,melvin.com.br,benign
287000,287000,crowensesip.cf,malicious
287025,287025,www.garderielemonde.ca,malicious
287061,287061,informativoonline.co,malicious
287080,287080,t60wvqjaq3mv0kkhhqzu4bgkgo1hw0kchpm3jst7tnfnz3gw.cf,malicious
287095,287095,cosgmenrizoco.cf,malicious
287149,287149,ns1.jcpitsupport.com.au,benign
287192,287192,autodiscover.goratools.co,malicious
287220,287220,serralheriamaxima.com.br,benign
287270,287270,airc.ai,malicious
287326,287326,www.dairiki.com.br,benign
287341,287341,elaginbupor.cf,malicious
287350,287350,next.basketball,malicious
287360,287360,cdn.broadcast.am,benign
287399,287399,radtech.quickconnect.to,benign
287418,287418,www.cancel.admincancel.com,malicious
287434,287434,valleysushi.ca,malicious
287449,287449,supatow.com.au,benign
287553,287553,www.jplmedia.com.au,benign
287560,287560,descontaodrogaria.com.br,benign
287610,287610,resource2.digitaldealer.com.au,benign
287769,287769,inf-9480.com,malicious
287773,287773,albhealth.al,benign
287828,287828,secure.oldschool.com-o.ru,benign
287836,287836,www.swimmer.com.au,benign
287855,287855,myerdirect.com.au,benign
287998,287998,mail.vocemaisligado.com.br,benign
288011,288011,energysusp.com.au,benign
288037,288037,mail.reza.co,malicious
288038,288038,oldschool.secure.com-sd.ru,malicious
288045,288045,babylove.com.ar,benign
288078,288078,lthzs5h.top,malicious
288099,288099,saraosorio.dd.com.co,malicious
288126,288126,albanyford.com.au,benign
288209,288209,netflix.billing-faults.com,malicious
288255,288255,biserica.ca,malicious
288391,288391,www.noramgroup.ca,benign
288421,288421,www.hdwallpapers.org.in,benign
288485,288485,niylectevu.cf,malicious
288558,288558,bixamo.com,malicious
288559,288559,mail.three-securedlogin.com,malicious
288572,288572,www.gtahomevalue.ca,malicious
288670,288670,www.fox9.co,benign
288716,288716,surgecatalyst.com.au,malicious
288771,288771,www.mymvta.ca,benign
288772,288772,thomas-koeller.de,benign
288783,288783,savoo.at,benign
288799,288799,point-img.epark.jp,benign
288826,288826,kwoodmalaci.cf,malicious
288833,288833,cgf-bzh.fr,malicious
288835,288835,mail.harcourtshuonvalley.com.au,benign
288866,288866,game527.cc,malicious
288891,288891,www.nexus.am,benign
288904,288904,setcobrasil.com.br,benign
288930,288930,spottheball.com.au,benign
288978,288978,ohafc.com.au,benign
289044,289044,receitas.dicasparamulher.com.br,benign
289152,289152,it-buster.tk,malicious
289337,289337,billy-chan.com,benign
289376,289376,meeting-villages.fr,malicious
289431,289431,citytours.ae,benign
289438,289438,ns2.jaachou.com.br,benign
289551,289551,www.epal.com.br,benign
289566,289566,ssl.6g.ae,benign
289587,289587,ota-tmstg.bretford.io,benign
289604,289604,www.milanocafeespresso.com.br,benign
289623,289623,woolstar.com.au,benign
289656,289656,shopist.io,malicious
289687,289687,webmail.lawyersalliance.com.bd,benign
289727,289727,pasuhonenu.cf,benign
289732,289732,webmail.newhopeforlife.org.au,benign
289764,289764,ns2.iconedigitalsi.com.br,benign
289770,289770,www.treksandtrails.com.au,benign
289837,289837,www.leclubargent.com,benign
289885,289885,www.wiser.com.co.alhena.com.co,malicious
289954,289954,mientrasdormias.com.ar,benign
289994,289994,www.hgvmv.personal-current.com,malicious
289999,289999,santandersuperbonus.com.br,malicious
290002,290002,www.campingdiary.cc,malicious
290078,290078,www.orilliahomeimprovement.ca,malicious
290079,290079,www.virtuadigital.com.br,benign
290125,290125,prodapi.gigg.com,benign
290147,290147,anpankewatra.cf,benign
290148,290148,frighthre.cf,malicious
290169,290169,personal-secure.co.uk,malicious
290217,290217,clinicasanlucas.com.ar,benign
290226,290226,atea.ai,malicious
290280,290280,www.womenshealth.com.au,benign
290349,290349,uwopigizid.cf,malicious
290436,290436,kynect.com.au,benign
290458,290458,ftp.stagesecrets.com.au,benign
290477,290477,lidicireti.cf,malicious
290505,290505,patch.mt2odyssey.com,benign
290508,290508,cpanel.indianewsaaj.in,benign
290511,290511,wingchunipman.com.br,benign
290543,290543,fabugifts.com,malicious
290639,290639,shribalajipresses.com,benign
290706,290706,farmaciafarmarede.com.br,benign
290719,290719,com-verif.co.in,benign
290722,290722,api.kursk.ship.sbx.thecommons.nike.com,benign
290756,290756,archives.nvda.ai,benign
290822,290822,superroocleaning.com.au,benign
290829,290829,xxxhd.cc,malicious
290851,290851,www.43432.cc,malicious
290857,290857,derestrictdevice.link,malicious
290861,290861,tokyo2021olympic.info,malicious
290920,290920,buytesla.com.au,benign
290922,290922,blackdiamondpans.com.au,benign
290955,290955,sogevinus.net,malicious
291111,291111,codec.ai,malicious
291129,291129,assets.polaris.me,benign
291196,291196,webmail.support-ticket.ml,malicious
291287,291287,kinokuniya.com.au,benign
291300,291300,artf.in,benign
291338,291338,www.fipe.org.br,benign
291409,291409,unisend.com.ar,benign
291480,291480,radio2.be,malicious
291515,291515,spletras.com.br,benign
291541,291541,www.validcc.uniccshop.ci,malicious
291614,291614,partner.finansa.cc,malicious
291674,291674,midianatural.com.br,benign
291696,291696,testepaulo.push.al,benign
291799,291799,www.kenja-nomago.com,benign
291835,291835,stepup.ai,benign
291844,291844,bidogufga.cf,malicious
291884,291884,altaneensat.com,benign
291941,291941,rxapotheke.eu,malicious
292057,292057,chaulalisotu.cf,malicious
292091,292091,dicas.boisaude.com.br,benign
292141,292141,oakleighplate.com.au,benign
292161,292161,secretaries.com.au,benign
292188,292188,vw.net.au,benign
292214,292214,webchat.onecontact.com.au,benign
292225,292225,amosuculentas.com.br,benign
292316,292316,ns2.scyla.com.br,malicious
292317,292317,www.nfefpflnoa.cam,benign
292361,292361,www.torpedon.com.br,benign
292373,292373,www.estudiofacil.com.br,benign
292394,292394,starcloud.at,benign
292442,292442,alquranelearning.com,malicious
292453,292453,www.spp.org.au,benign
292464,292464,maijdeetsc.gov.bd,malicious
292539,292539,www.tv.csbw.cc,malicious
292550,292550,salt.ac,benign
292654,292654,science.af,benign
292774,292774,lurevita.com,benign
292781,292781,jongvokazp.be,malicious
292812,292812,curvitae.xyz,malicious
292829,292829,www.tenshi.ir,benign
292837,292837,asladtisehand.cf,benign
292850,292850,illuminata.com.ar,benign
292867,292867,mail.bradfordtutoring.ca,benign
292902,292902,bus4x4.com.au,benign
292928,292928,www.normsmithmedal.com.au,benign
292952,292952,encontreamor.com.br,benign
292960,292960,newpre.eugin.it,benign
293012,293012,ceneba.com,benign
293017,293017,webdisk.mythree-security.com,malicious
293037,293037,support.moia.io,benign
293161,293161,ns1.interlasermaquinas.com.br,benign
293201,293201,shirlkristoferfrankhouse.club,malicious
293208,293208,cienfuegos.com.br,benign
293210,293210,milardovich.com.ar,benign
293238,293238,webmail.indianewsaaj.in,benign
293272,293272,www.lz.al,benign
293282,293282,smsfmag.com.au,benign
293283,293283,csbw.cc,malicious
293308,293308,k-indiegame.or.kr,benign
293367,293367,mta-sts.r.alpha.net.bd,benign
293444,293444,www.intesaisp.gruppoalet.ga,malicious
293471,293471,lendi.com.au,benign
293474,293474,www.opretdevous.com,benign
293513,293513,www.derechomaritimoramirez.com.ar,benign
293541,293541,mail.porchstudio.in,benign
293617,293617,marmoedaffinigirlanda.ac.al,benign
293738,293738,livrarianovesete.com.br,benign
293744,293744,www.desirebull.com.au,benign
293750,293750,ops.org.bo,benign
293752,293752,centralbanking.io,malicious
293866,293866,accounts.kaleido.ai,benign
293882,293882,digilar.se,benign
293889,293889,leonardorosa.com.br,benign
293895,293895,confidencecobrancas.com.br,benign
293914,293914,www.mobile-banking-check-uk.com,malicious
294126,294126,easyreturns.com.au,benign
294183,294183,soldagemeinspecao.com.br,benign
294230,294230,ns1.contractti.com.br,benign
294282,294282,www.hzdev.top,malicious
294302,294302,cpcontacts.amok.com.co,malicious
294335,294335,iscode.studentcorner.co.in,benign
294375,294375,webdisk.portos.com.co,malicious
294391,294391,saveonappliance.ca,malicious
294435,294435,webmail.pruebas.dip.equipomegared.com.ar,benign
294456,294456,bula.com.ar,benign
294486,294486,www.musee.telecom.aquitaine.pagespersoorange.fr,benign
294499,294499,www.energysusp.com.au,benign
294656,294656,mmindset.net,malicious
294724,294724,www.qhkdszjdva.london,benign
294754,294754,cometoschool.com,malicious
294757,294757,www.ip-guard.com.vn,malicious
294763,294763,sbqcwiz.weinhart-hospital.com,malicious
294884,294884,cpcontacts.basicapp.co,malicious
294888,294888,webanywhere.com.br,benign
294897,294897,three-securedlogin.com,malicious
294955,294955,www.duquesalerno.com.ar,benign
294961,294961,omacore.com.au,benign
294980,294980,abmohjw.com,malicious
295017,295017,mail.allrtslr.com,malicious
295078,295078,100percent.com.au,benign
295111,295111,thenewfeature.com,malicious
295113,295113,schoba.com.br,benign
295178,295178,i-dagio.at,benign
295228,295228,gpkjatim.id,malicious
295246,295246,mail.fastway.com.bd,malicious
295247,295247,weinhart-hospital.com,malicious
295282,295282,kardinal.ai,benign
295311,295311,www.ok2date.angelclouds.ca,malicious
295315,295315,finclubshop.at,malicious
295344,295344,staging.static.hiresmarter.ai,benign
295379,295379,www.lahuttelurette.be,benign
295395,295395,kessl-teufel.at,malicious
295513,295513,9999.basicapp.co,malicious
295534,295534,webdisk.technotrace.in,malicious
295543,295543,www.stagesecrets.com.au,benign
295564,295564,skoda-adme.adus.com.au,benign
295572,295572,kiyo.com.au,benign
295635,295635,eisenwarenmesse.de,benign
295669,295669,systemisr.com.au,benign
295768,295768,dmcstarbiz.kr,malicious
295823,295823,www.opera-bouffe.be,malicious
295826,295826,myscope.com.br,malicious
295836,295836,adwordstest.reece.com.au,benign
295846,295846,www.equitationfusionnee.fr,benign
295858,295858,acat.lu,malicious
295860,295860,ns1.mcwilliam.net.au,benign
295878,295878,twitter.com.support-ticket.ml,malicious
295893,295893,btcmotors.de,benign
295917,295917,kranacda.cf,malicious
295944,295944,bibianabeautylife.com.br,benign
295976,295976,revec.be,malicious
296037,296037,icetana.com.au,benign
296063,296063,bankia-online.net,malicious
296073,296073,examplewebsite.com.au,benign
296094,296094,ftp.landsdaleplants.com.au,benign
296112,296112,mazynglobal.ac.al,benign
296120,296120,cdn.tile.yellowpages.ca,benign
296140,296140,webmail.madonasilva.com.br,benign
296179,296179,baronargentino.com.ar,benign
296181,296181,azeradifvi.cf,malicious
296220,296220,www.cngof.net,benign
296385,296385,optuabet.cf,malicious
296443,296443,www.hkdszjdvp.london,benign
296472,296472,www.gaumenkick.at,malicious
296476,296476,axonhub.com.br,benign
296486,296486,mapa-brl.com,benign
296488,296488,tioskimor.cf,malicious
296515,296515,sbisec-cs.karakuri.ai,benign
296575,296575,lyasevisre.cf,benign
296599,296599,deine.sexanzeigen.at,benign
296661,296661,algarveinthebox.fr,malicious
296671,296671,kakadu.com.au,benign
296692,296692,www.larawindowshutters.com.au,benign
296728,296728,www.jeep.ca,benign
296751,296751,dzukenama.cf,malicious
296799,296799,www.spd-wrist.de,benign
296804,296804,cdn.vegemite.com.au,benign
296813,296813,uniccshop.bz,benign
296876,296876,wondr.at,benign
296925,296925,nogueiracontabilidade.com.br,benign
296976,296976,food.scyla.com.br,malicious
296985,296985,radiologin.com.br,benign
297063,297063,monrondontion.tk,malicious
297090,297090,marvhuelsmann.de,benign
297187,297187,www.nx.tv.br,benign
297225,297225,fcafinancial.com.au,benign
297268,297268,kore.ai,malicious
297319,297319,hhlaw.ca,benign
297331,297331,ccnpolytechnic.ac,malicious
297429,297429,tiempos.crodem.com.ar,malicious
297461,297461,historychannel.com.au,benign
297513,297513,sammy-icon.com,malicious
297552,297552,swanaus.org.au,benign
297570,297570,klassens.ca,benign
297597,297597,www.espn.uniccshop.ci,malicious
297605,297605,air-jordan.pagespersoorange.fr,malicious
297632,297632,lfpointdelivery.com.br,benign
297641,297641,grammr.fr,malicious
297670,297670,s18.sutyenx9.cf,benign
297684,297684,mycoyote.es,benign
297705,297705,thelifestyleco.com.au,benign
297717,297717,surveymonkey.ru,benign
297873,297873,www.gadonabahia.com.br,benign
297885,297885,ns1.camasa.eti.br,benign
297945,297945,mail.nedairfreiqht.nl,benign
297964,297964,musicaclasica.xyz,malicious
298118,298118,www.naatzflix.com.br,benign
298195,298195,mail.jgproperties.gq,malicious
298212,298212,mail.mas8idfun.com,malicious
298217,298217,webserveconsultants.online,malicious
298236,298236,bilgily.com,malicious
298324,298324,mail.profetimuhamed.al,malicious
298378,298378,static.moip.com.br,benign
298381,298381,ok2date.angelclouds.ca,malicious
298411,298411,ortstrasbourg.fr,malicious
298511,298511,affairdating.com.au,benign
298610,298610,www.mapadoimovel.com.br,benign
298632,298632,io.up-x.cc,benign
298752,298752,www.benefiance.com.br,benign
298790,298790,malino-scs.co.id,benign
298834,298834,cpanel.goratools.co,malicious
298850,298850,vivre.les.maths.pagespersoorange.fr,benign
298855,298855,www.woozy.cf,malicious
298878,298878,pinataweb.com.ar,benign
298975,298975,ns1.cy3.com.br,benign
298994,298994,www.staging2.quiteasyprogram.com.au,malicious
299019,299019,boiupdatereview.com,malicious
299022,299022,cdn.freshbots.ai,benign
299033,299033,www.tpbdxyotza.cam,benign
299034,299034,taiwannews.jp,benign
299035,299035,tubitcoin.com.ar,benign
299089,299089,blox.yakasoft.org,malicious
299118,299118,ns2.thurismedia.ca,benign
299147,299147,www.cancel.restrict-configure.com,malicious
299156,299156,stimulatioqq.cf,malicious
299262,299262,ns2.interlasermaquinas.com.br,benign
299287,299287,dec.ai,malicious
299322,299322,shinsei.yukikokoro.jp,benign
299349,299349,avtokost.by,malicious
299386,299386,metalfer.com.ar,benign
299395,299395,test.b17.com.au,benign
299416,299416,dong-gang.com,malicious
299418,299418,www.papeldeparede.blog.br,malicious
299434,299434,ns1.posgraduando.com.br,benign
299455,299455,vitii.be,malicious
299532,299532,lacuna.ai,benign
299584,299584,www.vikingrivercruises.com.au,benign
299625,299625,alonso.five.ai,benign
299643,299643,mjsproductions.ca,malicious
299683,299683,www.granddiamonds.be,malicious
299710,299710,jedahucim.cf,malicious
299712,299712,www.ingenieriachaba.cl,benign
299772,299772,avancoweb.com.br,benign
299777,299777,sevensport.com.au,benign
299816,299816,krispykreme.ca,benign
299888,299888,coachguty.com.br,benign
299890,299890,metadata.video.meredithcorp.io,benign
299901,299901,fastbtc.ca,benign
299910,299910,protest.ovh,malicious
299917,299917,scootercountry.ca,benign
299953,299953,tribunadaregiao.com.br,benign
299974,299974,autosonderdebrug.ac.al,benign
300012,300012,live.wcdn.co.il,benign
300073,300073,cdnnew.migrationexpert.com.au,benign
300111,300111,s.virtualvi.be,benign
300120,300120,center-la.com.br,malicious
300197,300197,s9932.pcdn.co,benign
300252,300252,www.chopscole.com,malicious
300314,300314,www.checklist.equipomegared.com.ar,malicious
300320,300320,pop3.ovalspace.co,malicious
300332,300332,velocity-gaming.io,malicious
300339,300339,polonchas.com.ar,benign
300366,300366,cpanel.jazzforfun.com.br,benign
300392,300392,namawiraser.cf,malicious
300455,300455,insidesport.co,benign
300469,300469,webdisk.amok.com.co,malicious
300536,300536,www.fake-watches.cc,malicious
300554,300554,networkcafe.net.au,benign
300565,300565,ringbell.karakuri.ai,benign
300586,300586,islamarchive.cc,malicious
300611,300611,diosolpera.cf,benign
300665,300665,ns2.massagemtantricario.com.br,benign
300686,300686,qanda.ai,benign
300693,300693,professionalsfairfield.com.au,benign
300720,300720,www.fefpflnoa.cam,benign
300739,300739,autodiscover.savelistingfee.ca,benign
300754,300754,discountnewbikes.com.au,benign
300911,300911,vytilacuwu.cf,malicious
300952,300952,os-static-content.opencolleges.edu.au,benign
301038,301038,carsales.com.au,benign
301043,301043,wigg.com.br,benign
301067,301067,spd-marienheide.de,malicious
301105,301105,trumpgearstore.org,malicious
301118,301118,ns1.markbrand.com.br,benign
301125,301125,www.constructionsales.com.au,benign
301133,301133,www.pandoracharmscanada.ca,benign
301144,301144,opera-bouffe.be,malicious
301150,301150,organicalhemp.co,malicious
301164,301164,tenshinohikari.com.br,benign
301213,301213,www.kabel-mania.be,malicious
301266,301266,southridgeplaza.com.au,benign
301278,301278,qyxm97.com,malicious
301295,301295,xn--pandemizeldestek-swb.com,malicious
301347,301347,ciaanjosdaalegria.com.br,benign
301399,301399,3al.com.br,benign
301451,301451,missinginaction.com.au,benign
301491,301491,olacabs.kz,malicious
301554,301554,fr.doctena.be,benign
301715,301715,www.sex.nhealty.bhealt.com,benign
301716,301716,cpcontacts.tiviro.com.co,malicious
301726,301726,www.labcopertienda.com.co,malicious
301752,301752,messagemedia.com.au,benign
301770,301770,kawana.hiitstation.com.au,benign
301825,301825,cpcontacts.formadent.ca,malicious
301844,301844,niscsollyver.cf,malicious
301853,301853,teunovonormal.com.br,benign
301935,301935,cdn.shoppub.com.br,benign
301968,301968,www.hkdszjdv.london,benign
302008,302008,anicigelcow.cf,malicious
302112,302112,cpcontacts.agencia2you.com.br,benign
302118,302118,fwd.aws,benign
302143,302143,ns1.k2mineracao.com.br,benign
302251,302251,ereaderu-cs.cf,malicious
302294,302294,autodiscover.tiviro.com.co,malicious
302295,302295,ciudiloren.cf,malicious
302317,302317,telemetry.kes.kano.me,malicious
302342,302342,riveresplanade.com.au,benign
302408,302408,www.elevensports.be,benign
302414,302414,cdn.coda.io,benign
302444,302444,mail.restore-activity.com,malicious
302479,302479,portalsiapenet.com.br,malicious
302504,302504,eltoncurtis.com.br,benign
302510,302510,www.ee-billingupdate.network,malicious
302521,302521,www.princesse-literie.fr,benign
302616,302616,informativa-web.com,malicious
302621,302621,ns2.transmitadigital.com.br,benign
302625,302625,cdn.silkoilofmorocco.com.au,benign
302643,302643,imatbrasil.com.br,benign
302692,302692,halifaxhurricanes.ca,benign
302823,302823,mibifiweso.cf,malicious
302825,302825,trivermi.world,malicious
303002,303002,webdisk.lowencd.com,malicious
303059,303059,lett-sleep.ac.al,benign
303070,303070,afadsosenka.cf,malicious
303078,303078,rsvp.com.au,benign
303156,303156,bbgen.xyz,malicious
303170,303170,hotelsvgsx.cf,malicious
303208,303208,virait.com,malicious
303243,303243,api2.epc.dev.aws-nexity.fr,malicious
303306,303306,iilaberlin.co.il,benign
303442,303442,dip.equipomegared.com.ar,malicious
303477,303477,www.aline.dedieguez.pagespersoorange.fr,benign
303483,303483,audiotelecna.cf,malicious
303506,303506,www.nightclub-venus.at,malicious
303512,303512,grass1.com.au,benign
303540,303540,kamaladepot.com,malicious
303553,303553,playingwithspirit.com.au,benign
303558,303558,autodiscover.sucessonasrelacoes.com.br,benign
303577,303577,myaudi.in,benign
303682,303682,www.hen-tai.cc,malicious
303748,303748,regalomania.com.ar,benign
303759,303759,netflix-signin-plan.com,malicious
303772,303772,ns1.gynprog.com.br,benign
303785,303785,my3network-help.company,malicious
303858,303858,healthstaffing.com.au,benign
303871,303871,thecryptoninja.com,malicious
303912,303912,ourcomeback.gov.au,benign
303950,303950,btcmotors.fr,malicious
303962,303962,mail.mcbrokering.eu,malicious
303982,303982,www.forez-est.fr,benign
304023,304023,webdisk.mythreeupdate-uksecure.com,malicious
304025,304025,icarobarbosa.com.br,benign
304052,304052,www.todaradio.com.br,benign
304056,304056,www.fastgocourierexpress.com,benign
304062,304062,rapro.com.au,benign
304187,304187,www.goratools.com,benign
304193,304193,www.textileblue.be,benign
304231,304231,swissmedicalgroup.com.ar,benign
304232,304232,no24.cf,benign
304292,304292,pendidikanrumah.com,benign
304294,304294,www.iwaoyassuda1.site.odo.br,benign
304351,304351,www.nepalautoshow.com,malicious
304361,304361,election-widget.globalnews.ca,benign
304385,304385,halifax.auth-newpayee.link,malicious
304393,304393,fierumane.cf,malicious
304476,304476,www.loteriademisiones.com.ar,benign
304499,304499,liiga.fi,benign
304581,304581,cortuter.cf,malicious
304627,304627,ikompass.com.au,benign
304665,304665,xanadu.ai,benign
304697,304697,addyson1000013.ac.al,benign
304699,304699,cpanel.examplewebsite.com.au,benign
304724,304724,zabtipolitu.cf,malicious
304751,304751,movienet.us,malicious
304810,304810,escrimespartiates.com,benign
304832,304832,mjarmstrongonline.com.au,benign
304898,304898,www.dokma.be,benign
304904,304904,blog.oamoresimples.com.br,benign
304988,304988,apply.talentbrew.io,benign
305097,305097,widget-ssfcu.interface.ai,malicious
305112,305112,billjohnston.co,benign
305180,305180,usbokenzama.cf,malicious
305303,305303,surveillance.net.au,benign
305314,305314,rosemere.demenagement-express.ca,benign
305339,305339,www.guiabrasilpet.com.br,benign
305357,305357,pelucelmilo.cf,malicious
305369,305369,dadydapi.cf,benign
305397,305397,mail.firesolution.com.br,benign
305402,305402,leakedgirls.al,benign
305428,305428,hatsterraha.cf,malicious
305453,305453,insurello.dk,benign
305565,305565,autodiscover.cocoadoceria.com.br,benign
305597,305597,cpcalendars.compa.com.co,malicious
305599,305599,mn-u.ca,malicious
305612,305612,singular-it.com.ar,benign
305657,305657,lifescietc.ac.al,benign
305685,305685,piecitos.com.ar,benign
305712,305712,seitensprungdates.at,benign
305754,305754,s29608.pcdn.co,benign
305781,305781,autled.or.at,benign
305804,305804,lee.af,malicious
305806,305806,www.grandplaza.com.au,benign
305865,305865,isearchi.net,benign
305874,305874,www.slablok.com.au,benign
305986,305986,autodiscover.verny.com.co,malicious
305988,305988,webcomunica.com.br,benign
305990,305990,harmanevepat.cf,malicious
305997,305997,www.pozzobomprefeito45.com.br,benign
306043,306043,jika.ai,malicious
306051,306051,bigrockwines.com.au,benign
306071,306071,www.roselands.com.au,benign
306110,306110,www.clmedilaw.co.uk,benign
306130,306130,logika.com.au,benign
306163,306163,fliblike.cf,benign
306194,306194,newosocunu.cf,malicious
306231,306231,www.fabiolagoes.com.br,benign
