source,target,type
6134,225042,resolves
6134,174034,resolves
6134,256256,resolves
6134,302692,resolves
6134,140289,resolves
6134,260502,resolves
104436,58151,resolves
104436,48962,resolves
104436,27164,resolves
104436,24264,resolves
104436,62692,resolves
104436,17345,resolves
104436,50753,resolves
268276,22778,resolves
268276,7751,resolves
268276,51571,resolves
268276,7228,resolves
301043,14950,resolves
301043,13997,resolves
301043,56635,resolves
301043,57539,resolves
301043,15966,resolves
301043,52765,resolves
301043,61975,resolves
301043,7896,resolves
301043,10058,resolves
301043,9382,resolves
301043,58342,resolves
301043,21614,resolves
6134,145247,resolves
6134,86836,resolves
169979,32133,resolves
6141,209693,resolves
71688,46159,resolves
38920,177167,resolves
235527,9530,resolves
235527,7918,resolves
235527,27472,resolves
38916,243395,resolves
38916,276342,resolves
38916,125276,resolves
38916,73637,resolves
38916,268939,resolves
38916,224486,resolves
38916,219920,resolves
38916,130563,resolves
38916,257062,resolves
38943,269188,resolves
38916,284445,resolves
38911,121765,resolves
38911,203349,resolves
38911,186420,resolves
38911,73183,resolves
38911,108350,resolves
38911,285049,resolves
38911,243847,resolves
38911,316820,resolves
38911,89403,resolves
38911,243724,resolves
38911,162716,resolves
38911,96693,resolves
6141,253195,resolves
6141,240835,resolves
38911,321741,resolves
301043,56114,resolves
38943,275614,resolves
38943,77209,resolves
6227,304361,resolves
6227,108350,resolves
6227,177705,resolves
6227,112976,resolves
6227,252955,resolves
6227,174891,resolves
6227,157880,resolves
6227,287836,resolves
6227,252395,resolves
6227,303748,resolves
6227,138341,resolves
6227,95900,resolves
170067,64387,resolves
170067,9894,resolves
170067,14994,resolves
202833,9727,resolves
202833,48279,resolves
202833,19650,resolves
202833,32631,resolves
202833,24520,resolves
202833,44766,resolves
202833,40073,resolves
202833,47158,resolves
202833,46875,resolves
6223,281094,resolves
6223,96057,resolves
6223,170728,resolves
6223,106136,resolves
6223,130866,resolves
6227,170463,resolves
6223,221408,resolves
6227,143687,resolves
6227,123572,resolves
71778,23779,resolves
71778,59721,resolves
301150,18379,resolves
39000,74221,resolves
39000,113456,resolves
39000,130123,resolves
39000,179037,resolves
39000,289656,resolves
301144,25470,resolves
38999,256379,resolves
38999,176125,resolves
38999,190351,resolves
38999,155725,resolves
38999,89964,resolves
38999,80039,resolves
38999,73297,resolves
38999,317668,resolves
38999,285513,resolves
38999,109650,resolves
38999,117490,resolves
38999,260152,resolves
38999,211795,resolves
38999,206875,resolves
38999,305997,resolves
38999,213626,resolves
71763,54621,resolves
71763,45248,resolves
6227,220724,resolves
6227,307736,resolves
6227,96544,resolves
6223,185612,resolves
6223,209359,resolves
6223,288891,resolves
137267,42789,resolves
137267,32204,resolves
137267,24360,resolves
137267,14886,resolves
137267,45716,resolves
137267,18996,resolves
137267,20255,resolves
137267,45498,resolves
301105,12469,resolves
6192,247009,resolves
38952,288978,resolves
38952,193666,resolves
38952,186669,resolves
38952,170918,resolves
38952,115703,resolves
38952,115691,resolves
38952,105267,resolves
38952,280611,resolves
38952,236915,resolves
38952,238431,resolves
38952,186237,resolves
38952,93632,resolves
38952,82764,resolves
38952,255652,resolves
170024,26900,resolves
38948,71788,resolves
38948,293283,resolves
38943,153318,resolves
38943,115703,resolves
137267,17597,resolves
202804,22439,resolves
202805,30201,resolves
202805,20671,resolves
6223,280692,resolves
6223,124599,resolves
301133,44078,resolves
301133,60726,resolves
301133,42539,resolves
170056,24747,resolves
170056,23256,resolves
170056,40172,resolves
202824,64911,resolves
202824,10779,resolves
202824,46270,resolves
301125,45252,resolves
301125,58349,resolves
301125,42156,resolves
38943,277993,resolves
301125,48324,resolves
301118,31919,resolves
301118,56408,resolves
301118,51901,resolves
301118,53729,resolves
6206,258945,resolves
6204,287553,resolves
6204,192365,resolves
6204,122099,resolves
104506,11740,resolves
202805,60296,resolves
202805,26827,resolves
202805,14892,resolves
202805,41043,resolves
202805,45716,resolves
301125,16703,resolves
38897,240732,resolves
38897,203594,resolves
38897,243910,resolves
38810,142167,resolves
38810,320703,resolves
71575,45622,resolves
71575,32386,resolves
71575,27418,resolves
71575,18328,resolves
71575,50773,resolves
71575,8242,resolves
71575,6801,resolves
300952,6649,resolves
300952,52531,resolves
300952,64493,resolves
300952,48163,resolves
300952,15603,resolves
300952,56958,resolves
300952,12686,resolves
300952,50603,resolves
104343,55506,resolves
169868,29998,resolves
169868,57471,resolves
169868,22739,resolves
169868,31612,resolves
6027,177812,resolves
6027,130219,resolves
6027,113552,resolves
6027,304232,resolves
6027,196140,resolves
104329,45322,resolves
6019,222691,resolves
38810,92451,resolves
6019,87621,resolves
137114,57089,resolves
137114,55495,resolves
6073,150327,resolves
6073,207561,resolves
6073,241450,resolves
6073,211813,resolves
6073,219326,resolves
6073,251094,resolves
104364,21578,resolves
104364,64158,resolves
104364,20592,resolves
104364,11758,resolves
235436,12965,resolves
235436,59949,resolves
235436,59653,resolves
71592,48733,resolves
104360,21578,resolves
104360,30961,resolves
104360,43711,resolves
268199,50652,resolves
268199,54499,resolves
268199,45727,resolves
137114,40543,resolves
137114,40637,resolves
137114,39544,resolves
137114,60006,resolves
137114,65287,resolves
137114,9789,resolves
137114,12148,resolves
137114,58409,resolves
137114,14027,resolves
137114,46039,resolves
6019,258950,resolves
6019,293471,resolves
6019,95959,resolves
268155,7331,resolves
268155,25527,resolves
268155,54450,resolves
137083,53702,resolves
137083,7973,resolves
137083,9099,resolves
6005,268556,resolves
6005,137704,resolves
6005,249443,resolves
6005,287270,resolves
6005,78994,resolves
6005,195312,resolves
6005,155801,resolves
6005,137324,resolves
6005,210778,resolves
6005,72075,resolves
6005,90327,resolves
6005,71778,resolves
6005,91656,resolves
6005,307216,resolves
6005,115157,resolves
6005,248916,resolves
6005,214248,resolves
6005,193901,resolves
6005,207099,resolves
6005,290226,resolves
6005,220778,resolves
6005,159408,resolves
6005,110566,resolves
137086,55118,resolves
137086,55467,resolves
137086,26013,resolves
137086,10148,resolves
6019,126198,resolves
6019,193666,resolves
6019,174034,resolves
6019,293882,resolves
6019,104474,resolves
6019,255326,resolves
6019,291129,resolves
6019,153593,resolves
6019,194999,resolves
6019,258746,resolves
6019,209216,resolves
6019,177536,resolves
6019,211602,resolves
6019,89403,resolves
6073,194999,resolves
6019,155142,resolves
6019,256508,resolves
6019,116630,resolves
38784,92596,resolves
38784,258952,resolves
38784,305806,resolves
38784,257492,resolves
38784,94033,resolves
38784,248318,resolves
38784,212364,resolves
38784,310266,resolves
137086,58154,resolves
137086,63792,resolves
137086,24041,resolves
137086,10031,resolves
6019,219326,resolves
6073,144346,resolves
6073,221095,resolves
6073,249960,resolves
6105,305112,resolves
6101,179894,resolves
202706,41896,resolves
71630,55273,resolves
71630,46307,resolves
38862,180366,resolves
38862,114024,resolves
38862,225814,resolves
38859,117521,resolves
38859,188635,resolves
38859,275185,resolves
5135,191998,resolves
38859,271127,resolves
38859,106480,resolves
38859,118825,resolves
38859,151894,resolves
38859,139176,resolves
38859,273762,resolves
38859,274615,resolves
38859,148343,resolves
71627,60906,resolves
71627,19037,resolves
71627,51799,resolves
6089,257560,resolves
6089,187740,resolves
6089,94349,resolves
6089,205075,resolves
6089,116109,resolves
6089,184770,resolves
6105,109568,resolves
6105,160526,resolves
6105,145174,resolves
6105,285758,resolves
38897,237949,resolves
38897,108641,resolves
235503,55136,resolves
235503,42009,resolves
235503,10515,resolves
301038,21834,resolves
268270,12732,resolves
268270,31003,resolves
38893,246540,resolves
38893,138617,resolves
38893,205450,resolves
38893,307535,resolves
38893,302251,resolves
38893,191729,resolves
71623,29998,resolves
38893,154243,resolves
38893,225888,resolves
38893,144631,resolves
38893,212875,resolves
38893,237907,resolves
71658,26387,resolves
71658,51912,resolves
71658,14753,resolves
104410,52998,resolves
104410,12815,resolves
6105,293471,resolves
6105,243017,resolves
6105,315737,resolves
6105,108399,resolves
6105,271723,resolves
38893,121178,resolves
6005,289566,resolves
71623,22739,resolves
104389,29974,resolves
6078,130291,resolves
6078,122899,resolves
6078,324535,resolves
6078,188996,resolves
6078,195241,resolves
6078,208162,resolves
202686,31070,resolves
202686,59778,resolves
202683,60797,resolves
6073,315377,resolves
6073,270247,resolves
6073,154980,resolves
6073,250226,resolves
6073,248904,resolves
6073,304361,resolves
6073,236928,resolves
6073,128472,resolves
6073,112976,resolves
6073,239755,resolves
6073,116262,resolves
6073,252470,resolves
6073,184403,resolves
6073,236901,resolves
6073,284381,resolves
6073,157345,resolves
6073,80728,resolves
6073,248284,resolves
6073,210194,resolves
6073,311736,resolves
6078,292453,resolves
6078,285674,resolves
6078,74866,resolves
6078,91202,resolves
104389,10256,resolves
235457,57470,resolves
235457,26832,resolves
235457,61549,resolves
6080,137931,resolves
6080,145247,resolves
6080,209604,resolves
6080,109736,resolves
6080,155433,resolves
6080,223524,resolves
6080,206726,resolves
6080,245372,resolves
6078,251658,resolves
6078,119903,resolves
71623,31612,resolves
6078,283363,resolves
6078,307522,resolves
6078,317593,resolves
6078,142248,resolves
6078,302295,resolves
6078,155553,resolves
6078,162312,resolves
6078,144078,resolves
6078,85899,resolves
6078,322146,resolves
6078,195008,resolves
6078,317897,resolves
6078,287326,resolves
6078,303558,resolves
6078,113866,resolves
6078,195970,resolves
38411,206860,resolves
38859,176016,resolves
38411,206315,resolves
136363,45716,resolves
136363,12853,resolves
136363,12813,resolves
136363,6073,resolves
136363,14822,resolves
136363,58773,resolves
136363,50697,resolves
136363,53161,resolves
136363,57359,resolves
136363,52531,resolves
136363,43935,resolves
136363,38691,resolves
5291,214810,resolves
5291,171695,resolves
5291,251592,resolves
5291,142652,resolves
300197,7862,resolves
300197,26303,resolves
300197,19257,resolves
300197,40097,resolves
300197,7047,resolves
300197,51938,resolves
300197,14484,resolves
300197,26090,resolves
300197,19834,resolves
300197,63228,resolves
201894,47293,resolves
201894,55134,resolves
201894,47724,resolves
5296,268750,resolves
234658,10060,resolves
5296,130933,resolves
38069,183079,resolves
38086,223049,resolves
38086,309128,resolves
38086,279599,resolves
38086,243911,resolves
38086,211813,resolves
38086,224369,resolves
201925,25353,resolves
201925,12583,resolves
201925,38943,resolves
201925,14886,resolves
201925,20972,resolves
201925,6742,resolves
201925,23512,resolves
201925,27481,resolves
201921,13117,resolves
201921,32133,resolves
267451,47293,resolves
267451,47724,resolves
267451,55134,resolves
5303,175484,resolves
5303,237608,resolves
5303,118161,resolves
5303,124728,resolves
5303,252112,resolves
103605,6192,resolves
103605,45632,resolves
103605,47587,resolves
103605,61975,resolves
38069,161391,resolves
38069,221479,resolves
234658,8496,resolves
136354,57696,resolves
103584,40033,resolves
38019,275956,resolves
38019,255326,resolves
38019,301554,resolves
38019,242264,resolves
38019,192933,resolves
38019,182520,resolves
38019,248284,resolves
38019,235922,resolves
38019,206315,resolves
38019,241479,resolves
38019,143618,resolves
38019,182023,resolves
38019,140636,resolves
38019,150317,resolves
38019,309442,resolves
38019,318653,resolves
38019,253992,resolves
38019,245372,resolves
38019,104457,resolves
38019,137086,resolves
38019,104436,resolves
103552,56225,resolves
103552,22932,resolves
103552,45642,resolves
103552,15475,resolves
103552,55068,resolves
169086,21210,resolves
169086,59778,resolves
5243,235956,resolves
38019,235539,resolves
38019,272997,resolves
38019,140885,resolves
38019,106073,resolves
70815,16540,resolves
5275,319988,resolves
234636,38754,resolves
201868,15379,resolves
201868,45525,resolves
201868,48585,resolves
38027,122644,resolves
38027,212611,resolves
38027,147244,resolves
38027,180663,resolves
38027,237659,resolves
38027,143283,resolves
201865,45463,resolves
169092,45252,resolves
38086,193424,resolves
169092,23920,resolves
169092,20425,resolves
169092,8261,resolves
103556,22819,resolves
103556,40314,resolves
103556,16073,resolves
103556,47598,resolves
103556,45276,resolves
103556,23399,resolves
38019,321818,resolves
38019,282836,resolves
38019,253235,resolves
38019,77797,resolves
38019,172807,resolves
38019,143302,resolves
169092,53601,resolves
5243,147907,resolves
38086,284381,resolves
38086,244219,resolves
5370,203349,resolves
5370,173214,resolves
5370,72044,resolves
5370,121170,resolves
5370,137114,resolves
5370,140311,resolves
5370,236884,resolves
5370,222299,resolves
5370,284390,resolves
5370,234982,resolves
5370,246703,resolves
5370,138975,resolves
5370,80854,resolves
5370,153381,resolves
5370,158621,resolves
5370,269454,resolves
5369,145477,resolves
5369,287149,resolves
5369,255594,resolves
5369,169363,resolves
5369,324815,resolves
5369,202683,resolves
5369,326056,resolves
5369,84446,resolves
38135,227473,resolves
38135,170463,resolves
38135,270307,resolves
38135,224533,resolves
38135,83439,resolves
5370,112704,resolves
38135,300565,resolves
5370,112093,resolves
5370,122807,resolves
5385,195358,resolves
5385,138964,resolves
5385,225000,resolves
5384,208582,resolves
5384,316064,resolves
5384,247038,resolves
5384,245971,resolves
5384,322459,resolves
38151,223974,resolves
38151,117381,resolves
38151,277131,resolves
38151,163461,resolves
70912,11740,resolves
5374,273171,resolves
5374,305402,resolves
5374,281783,resolves
5374,143002,resolves
5374,213031,resolves
5374,237635,resolves
5374,130756,resolves
5374,212623,resolves
5374,318078,resolves
5374,88799,resolves
5374,83207,resolves
5374,92743,resolves
5374,242294,resolves
5374,215127,resolves
5374,172204,resolves
103678,46159,resolves
5370,162719,resolves
103669,24415,resolves
103669,17913,resolves
103669,9246,resolves
70882,14614,resolves
234719,60804,resolves
300252,8051,resolves
5336,246093,resolves
38100,252913,resolves
38100,281814,resolves
38100,326423,resolves
70867,27193,resolves
70867,30443,resolves
70867,27486,resolves
70867,25938,resolves
70867,48941,resolves
70867,16802,resolves
70867,42415,resolves
169167,22278,resolves
169167,59787,resolves
103629,22455,resolves
38087,304361,resolves
38087,241479,resolves
38087,78925,resolves
169161,43084,resolves
169161,49899,resolves
169161,38418,resolves
169160,6251,resolves
103623,21647,resolves
103623,28904,resolves
103623,57049,resolves
38086,74645,resolves
38086,193421,resolves
201962,45622,resolves
201962,9941,resolves
201962,62730,resolves
201962,48163,resolves
103669,38411,resolves
103669,42007,resolves
103669,23982,resolves
103669,43338,resolves
103669,44554,resolves
103669,38607,resolves
103669,6876,resolves
103669,21383,resolves
103669,30443,resolves
103669,41763,resolves
103669,64205,resolves
103669,26303,resolves
103669,48248,resolves
103669,42510,resolves
38086,161391,resolves
103669,26039,resolves
38131,124880,resolves
38131,240835,resolves
38131,193353,resolves
38131,75008,resolves
201970,24949,resolves
201970,30065,resolves
201970,46428,resolves
201962,18561,resolves
201962,45502,resolves
201962,55668,resolves
201962,62584,resolves
201962,5569,resolves
201962,16376,resolves
201962,64493,resolves
38131,94439,resolves
5243,161523,resolves
5243,277058,resolves
5243,248318,resolves
169000,62200,resolves
169000,21741,resolves
136231,42422,resolves
136231,41679,resolves
136231,10957,resolves
5151,114399,resolves
5151,274288,resolves
5151,315808,resolves
5151,243166,resolves
5151,253829,resolves
5151,90659,resolves
5151,311253,resolves
5151,283816,resolves
5151,272449,resolves
5151,92133,resolves
5151,277899,resolves
5151,277181,resolves
5151,218469,resolves
5151,178905,resolves
5151,151884,resolves
5151,220274,resolves
5151,326924,resolves
5151,88452,resolves
5151,162814,resolves
5151,282886,resolves
5151,184147,resolves
5151,320725,resolves
5151,260228,resolves
5151,126556,resolves
300073,38277,resolves
5151,155404,resolves
300073,13462,resolves
300073,61934,resolves
5182,107509,resolves
5182,185700,resolves
5182,283295,resolves
5182,250047,resolves
5182,88984,resolves
5182,290349,resolves
5182,79252,resolves
267323,61444,resolves
267323,5926,resolves
267323,13686,resolves
5174,82375,resolves
37942,319002,resolves
70705,31003,resolves
70705,12732,resolves
70701,41975,resolves
37931,109289,resolves
37931,148171,resolves
37931,138481,resolves
37931,211595,resolves
37931,139176,resolves
37931,96299,resolves
37931,211402,resolves
37931,327091,resolves
37931,81222,resolves
300073,51020,resolves
300073,54831,resolves
300073,40598,resolves
300073,60244,resolves
300073,44916,resolves
300073,24944,resolves
5151,256174,resolves
5151,77042,resolves
5151,228071,resolves
5139,141548,resolves
5139,73324,resolves
5139,76871,resolves
5139,123789,resolves
5139,96591,resolves
5139,236154,resolves
5139,86286,resolves
5139,142122,resolves
5139,192408,resolves
5139,169699,resolves
5139,175521,resolves
5139,113711,resolves
5139,90052,resolves
5139,318343,resolves
5139,129893,resolves
5136,240278,resolves
5136,139479,resolves
5136,94777,resolves
5136,161084,resolves
5135,137931,resolves
5135,267562,resolves
5135,112704,resolves
5135,152523,resolves
5135,170602,resolves
5135,253235,resolves
5135,108388,resolves
5135,207719,resolves
5135,140289,resolves
38411,92085,resolves
5139,261398,resolves
5139,316937,resolves
5139,323945,resolves
5139,147698,resolves
5151,112220,resolves
5151,240440,resolves
5151,270505,resolves
5151,316871,resolves
5149,140443,resolves
5149,214020,resolves
5149,306043,resolves
5149,122083,resolves
5149,325969,resolves
5149,144346,resolves
5149,103520,resolves
5149,138341,resolves
201755,47351,resolves
201755,54083,resolves
5182,90387,resolves
234521,59942,resolves
201750,27783,resolves
201750,41774,resolves
201750,44366,resolves
201750,10068,resolves
201750,49588,resolves
201750,45716,resolves
201750,40598,resolves
201750,49016,resolves
201750,47835,resolves
5139,212093,resolves
5139,237758,resolves
5139,84483,resolves
5139,214350,resolves
5139,179656,resolves
234521,45468,resolves
5182,220151,resolves
5182,294499,resolves
5182,129811,resolves
103508,27059,resolves
103508,19073,resolves
103508,15479,resolves
201811,20358,resolves
201811,50636,resolves
136274,27538,resolves
136274,31329,resolves
300111,43620,resolves
300111,61181,resolves
201804,61604,resolves
201804,46479,resolves
201804,52051,resolves
201804,30532,resolves
201804,57968,resolves
201804,64737,resolves
201804,17259,resolves
201804,6603,resolves
201804,53934,resolves
201804,19834,resolves
201804,51081,resolves
201804,11380,resolves
201804,22103,resolves
201804,58466,resolves
169032,58252,resolves
169032,51432,resolves
5193,229307,resolves
5193,308369,resolves
5193,119242,resolves
37960,227557,resolves
5205,324778,resolves
5205,249722,resolves
5205,225937,resolves
5205,77209,resolves
5243,73724,resolves
37995,151269,resolves
37995,244351,resolves
37995,276188,resolves
267368,42510,resolves
267368,50609,resolves
267368,48324,resolves
267368,12666,resolves
136294,41398,resolves
136294,54454,resolves
103520,22752,resolves
103520,58357,resolves
103520,55543,resolves
103520,18328,resolves
37960,143465,resolves
103520,27418,resolves
103520,10182,resolves
103520,54103,resolves
169055,45623,resolves
169055,21314,resolves
169055,42680,resolves
70749,57049,resolves
300120,30540,resolves
300120,39952,resolves
300120,44179,resolves
300120,26995,resolves
5205,303912,resolves
5205,293210,resolves
5205,90628,resolves
5205,324239,resolves
103520,8611,resolves
5385,173658,resolves
37960,226919,resolves
37960,88565,resolves
5189,321019,resolves
5189,88863,resolves
5189,273105,resolves
5189,292373,resolves
5189,182885,resolves
5189,217912,resolves
5189,173648,resolves
5189,225684,resolves
5189,178683,resolves
5189,201811,resolves
5189,274149,resolves
5189,91474,resolves
5189,209978,resolves
5189,309330,resolves
5189,326423,resolves
5189,309807,resolves
136255,56034,resolves
267327,41975,resolves
5182,87373,resolves
5182,103868,resolves
5182,288011,resolves
5182,228578,resolves
5182,93315,resolves
5182,246209,resolves
5182,312032,resolves
5182,154380,resolves
5182,253374,resolves
5182,141370,resolves
5182,255149,resolves
5189,126780,resolves
5189,96888,resolves
5189,80243,resolves
5189,126934,resolves
37960,325818,resolves
37960,221008,resolves
37960,142039,resolves
37960,321429,resolves
37960,190410,resolves
37960,213982,resolves
37960,161625,resolves
37960,105023,resolves
37959,76242,resolves
37959,145247,resolves
37959,281407,resolves
37959,138067,resolves
37959,227634,resolves
37959,196198,resolves
37960,248848,resolves
37959,251840,resolves
37959,173958,resolves
37959,96299,resolves
37959,256001,resolves
37959,250257,resolves
37959,183545,resolves
103494,54115,resolves
103494,59755,resolves
103494,17599,resolves
5189,185143,resolves
5189,127803,resolves
5189,257789,resolves
5189,81904,resolves
5189,73096,resolves
5189,90703,resolves
37959,246703,resolves
5385,318549,resolves
5189,317329,resolves
5385,156295,resolves
169376,24944,resolves
5530,78677,resolves
5530,244351,resolves
5530,111819,resolves
5530,253330,resolves
5530,259274,resolves
71060,30074,resolves
71060,18503,resolves
71060,41043,resolves
71060,60244,resolves
71060,13462,resolves
71060,57313,resolves
71060,49621,resolves
71060,60175,resolves
71060,42603,resolves
71060,9658,resolves
71060,13095,resolves
71060,50773,resolves
71060,10329,resolves
71060,6332,resolves
169363,48022,resolves
169363,20828,resolves
169363,39681,resolves
169363,40569,resolves
169363,61652,resolves
169363,62178,resolves
169363,11275,resolves
169363,40181,resolves
169363,41779,resolves
169376,14452,resolves
169363,8978,resolves
169376,61934,resolves
169377,61444,resolves
300455,15455,resolves
300455,58781,resolves
300455,13468,resolves
300455,19056,resolves
300455,21716,resolves
300455,48050,resolves
300455,31745,resolves
300455,14027,resolves
300455,46816,resolves
267687,17259,resolves
267687,29001,resolves
267687,58154,resolves
267687,48248,resolves
267687,41332,resolves
267687,52948,resolves
267687,19337,resolves
267687,40414,resolves
267687,26090,resolves
267687,49092,resolves
267687,64857,resolves
267687,51812,resolves
103845,61119,resolves
136612,59262,resolves
136612,10524,resolves
136612,8195,resolves
136612,11091,resolves
169377,5926,resolves
169377,32464,resolves
169377,13686,resolves
169376,17884,resolves
169363,61975,resolves
5517,313459,resolves
5517,209539,resolves
38279,243641,resolves
38279,216895,resolves
38279,270104,resolves
38279,210541,resolves
38279,90166,resolves
38279,326008,resolves
38279,87256,resolves
38279,88245,resolves
38279,220598,resolves
38279,253463,resolves
38277,279479,resolves
234884,55428,resolves
202114,54312,resolves
202114,63384,resolves
202114,16597,resolves
202114,60175,resolves
202114,8165,resolves
202114,44662,resolves
202114,15603,resolves
202114,31906,resolves
202114,61972,resolves
202114,58781,resolves
202114,51349,resolves
202114,27432,resolves
202114,55509,resolves
202114,16632,resolves
71042,23779,resolves
202110,52879,resolves
202110,51751,resolves
38279,247731,resolves
38279,72271,resolves
38279,139260,resolves
38279,326644,resolves
5517,281407,resolves
5517,108882,resolves
5517,140966,resolves
5517,311715,resolves
5517,210921,resolves
5517,323923,resolves
5517,182789,resolves
5517,302625,resolves
5517,140636,resolves
5517,246782,resolves
5517,91443,resolves
5515,261419,resolves
5515,73958,resolves
5515,282699,resolves
300455,19337,resolves
202122,38893,resolves
136584,20655,resolves
136584,52826,resolves
136584,42806,resolves
136584,15721,resolves
136584,26609,resolves
136584,26214,resolves
136584,15686,resolves
136584,26152,resolves
136584,18035,resolves
136584,39756,resolves
136584,18070,resolves
136584,27153,resolves
136584,40543,resolves
38279,246612,resolves
202122,11291,resolves
300455,60906,resolves
300455,32092,resolves
300455,64557,resolves
234982,6019,resolves
234982,40637,resolves
234982,8261,resolves
234982,59298,resolves
234982,12174,resolves
234982,61524,resolves
234982,31745,resolves
234982,19651,resolves
234982,30804,resolves
234982,62939,resolves
234982,17259,resolves
38372,321572,resolves
38372,124880,resolves
38372,104256,resolves
38372,149458,resolves
38372,170196,resolves
267747,31612,resolves
267747,22739,resolves
267747,16574,resolves
267747,29998,resolves
38355,214495,resolves
38355,105191,resolves
38355,193724,resolves
38355,253727,resolves
38355,308321,resolves
38353,213949,resolves
38353,92619,resolves
38353,253959,resolves
38353,305112,resolves
234982,57089,resolves
202220,40033,resolves
169461,63038,resolves
71159,22338,resolves
38411,150317,resolves
5385,150158,resolves
300554,41584,resolves
300554,28803,resolves
300554,25840,resolves
71178,12469,resolves
103946,11066,resolves
103946,62072,resolves
235017,38549,resolves
235017,55506,resolves
5639,280509,resolves
5639,184425,resolves
38403,83275,resolves
38403,104561,resolves
38353,202833,resolves
5633,91123,resolves
5633,316021,resolves
5633,172807,resolves
5633,110728,resolves
235009,55506,resolves
235009,38549,resolves
267776,9620,resolves
5626,162719,resolves
5626,138067,resolves
5626,211595,resolves
5626,287836,resolves
5626,155418,resolves
5626,89403,resolves
300536,29571,resolves
300536,25893,resolves
5633,282836,resolves
202110,11005,resolves
38353,306989,resolves
5575,94684,resolves
169409,49453,resolves
169409,11564,resolves
103868,58837,resolves
103868,59314,resolves
267707,46159,resolves
5562,75124,resolves
234935,51825,resolves
234935,14650,resolves
234935,53054,resolves
38315,236219,resolves
38315,312735,resolves
38315,109736,resolves
38315,196198,resolves
38315,272246,resolves
38315,90080,resolves
38315,159158,resolves
300455,20477,resolves
300455,12315,resolves
300455,22944,resolves
300455,13185,resolves
300455,54317,resolves
300455,60529,resolves
300455,17757,resolves
300455,57278,resolves
300455,39985,resolves
300455,26095,resolves
300455,12378,resolves
300455,38763,resolves
300455,63860,resolves
169409,31544,resolves
5569,306327,resolves
5569,254927,resolves
5569,95860,resolves
5575,274988,resolves
5575,321465,resolves
5575,305453,resolves
5575,288045,resolves
38338,173938,resolves
38338,209252,resolves
38338,122323,resolves
38338,174045,resolves
38338,320636,resolves
38338,106073,resolves
38338,140323,resolves
38338,160876,resolves
38338,285232,resolves
38338,277700,resolves
5581,268998,resolves
38338,92085,resolves
38338,288930,resolves
38338,150585,resolves
38338,291480,resolves
38338,269454,resolves
38338,105263,resolves
38338,147490,resolves
38338,216978,resolves
38338,306327,resolves
5569,304499,resolves
5569,273682,resolves
5569,270307,resolves
5569,144380,resolves
5569,241169,resolves
5569,316820,resolves
38338,87986,resolves
5501,239741,resolves
38338,161587,resolves
5501,277993,resolves
5410,177628,resolves
5410,248682,resolves
300320,11224,resolves
234783,40918,resolves
234783,62490,resolves
234783,25022,resolves
234783,55543,resolves
234783,18328,resolves
234783,47471,resolves
234783,9658,resolves
234783,27676,resolves
234783,63952,resolves
234783,45622,resolves
234783,12583,resolves
234783,30543,resolves
234783,28298,resolves
202015,51494,resolves
202015,31919,resolves
234781,57470,resolves
234781,26832,resolves
234781,61549,resolves
103707,50457,resolves
103707,20845,resolves
103707,53696,resolves
300314,61119,resolves
169240,63091,resolves
169240,8287,resolves
169240,30337,resolves
234774,21647,resolves
5410,145477,resolves
234787,53719,resolves
234787,59735,resolves
234787,28949,resolves
5435,240009,resolves
5435,155776,resolves
5435,212364,resolves
234805,17423,resolves
300339,32431,resolves
300339,26010,resolves
300339,51743,resolves
202032,23770,resolves
202032,60030,resolves
202032,5728,resolves
300332,13692,resolves
169259,46159,resolves
267562,58151,resolves
267562,11380,resolves
234774,28904,resolves
267562,29195,resolves
267562,64640,resolves
267562,16073,resolves
267562,18996,resolves
267562,12315,resolves
267562,24688,resolves
267562,6223,resolves
103715,23532,resolves
103715,27244,resolves
103715,23029,resolves
234787,45005,resolves
234787,49746,resolves
234787,25387,resolves
234787,46875,resolves
234787,17771,resolves
267562,24350,resolves
5435,252558,resolves
234774,57049,resolves
38163,317630,resolves
38153,260601,resolves
38153,217788,resolves
38153,184016,resolves
38153,81901,resolves
38153,106029,resolves
38153,310030,resolves
38153,315368,resolves
38153,81825,resolves
38153,275409,resolves
38153,151345,resolves
38153,285106,resolves
38153,94567,resolves
38153,272325,resolves
38153,323123,resolves
201994,14076,resolves
5385,76581,resolves
5385,103946,resolves
5385,250355,resolves
5385,236280,resolves
5385,139293,resolves
5385,209198,resolves
5385,92120,resolves
5385,104713,resolves
5385,301347,resolves
5385,149980,resolves
5385,106461,resolves
5501,227634,resolves
5385,85241,resolves
5385,107897,resolves
38153,124343,resolves
38153,120490,resolves
38153,321133,resolves
38153,312254,resolves
202001,19515,resolves
202001,41251,resolves
103693,63369,resolves
103693,19761,resolves
103693,63096,resolves
103693,20114,resolves
103693,53941,resolves
103693,51832,resolves
103693,16438,resolves
103693,5706,resolves
103693,15455,resolves
103693,63742,resolves
103693,41043,resolves
103693,28996,resolves
38163,211039,resolves
103693,15960,resolves
103693,10821,resolves
103693,65287,resolves
103693,6742,resolves
70924,15479,resolves
70924,19073,resolves
38153,325720,resolves
38153,162050,resolves
38153,320860,resolves
38153,235354,resolves
38153,220647,resolves
38153,280631,resolves
38153,152978,resolves
38153,305428,resolves
38153,219143,resolves
103693,26760,resolves
5435,178651,resolves
